iter	RMSE
457	2.480079142
458	2.46864272
459	2.457322928
460	2.446387433
461	2.435268983
462	2.417070061
463	2.406172776
464	2.395638374
465	2.384936125
466	2.374343686
467	2.356835685
468	2.346455409
469	2.336390961
470	2.326197967
471	2.316314907
472	2.299487197
473	2.289578353
474	2.279772125
475	2.270067476
476	2.260630899
477	2.244444795
478	2.235013163
479	2.22567973
480	2.217267001
481	2.208100057
482	2.192394795
483	2.183416435
484	2.16610659
485	2.158085793
486	2.143019066
487	2.134371782
488	2.117681995
489	2.109086018
490	2.100578666
491	2.092234645
492	2.083514292
493	2.073982574
494	2.057992561
495	2.049841568
496	2.040346668
497	2.026606833
498	2.017268845
499	2.003818262
500	1.990587514
501	1.981468058
502	1.968517334
503	1.955779297
504	1.946872703
505	1.934405718
506	1.922144468
507	1.913445217
508	1.901446295
509	1.887524522
510	1.879041144
511	1.867422777
512	1.853918943
513	1.845646072
514	1.832430709
515	1.824307906
516	1.811375572
517	1.801959989
518	1.794829466
519	1.787779459
520	1.781609679
521	1.769143911
522	1.763089093
523	1.754047835
524	1.747268448
525	1.740566149
526	1.734700096
527	1.728115025
528	1.716202118
529	1.710486592
530	1.70483408
531	1.695167215
532	1.688830033
533	1.683322816
534	1.677097322
535	1.667695298
536	1.662329591
537	1.65624958
538	1.65023969
539	1.64500891
540	1.633841221
541	1.628710353
542	1.619703066
543	1.614668576
544	1.608923369
545	1.603295399
546	1.598388995
547	1.58933518
548	1.584516228
549	1.579016218
550	1.573630277
551	1.568946057
552	1.564315571
553	1.559738251
554	1.555213534
555	1.545444196
556	1.541267746
557	1.537139198
558	1.533058048
559	1.524590416
560	1.520311084
561	1.516081439
562	1.511900945
563	1.507769075
564	1.503685304
565	1.494385317
566	1.490601743
567	1.486862053
568	1.479996981
569	1.473232539
570	1.466567125
571	1.459999165
572	1.45352712
573	1.447149475
574	1.44086475
575	1.434671487
576	1.428568262
577	1.422553672
578	1.416626344
579	1.410784929
580	1.405028103
581	1.399354565
582	1.393763041
583	1.388252277
584	1.379986415
585	1.374605945
586	1.369303059
587	1.363594047
588	1.354479496
589	1.34892553
590	1.34250778
591	1.333694464
592	1.325062755
593	1.319775093
594	1.311382401
595	1.30316333
596	1.294731047
597	1.28970822
598	1.281782282
599	1.273571051
600	1.264370669
601	1.259586028
602	1.251627459
603	1.243813139
604	1.238526828
605	1.231241769
606	1.226797253
607	1.222421024
608	1.218844995
609	1.215313239
610	1.211825216
611	1.208380392
612	1.20497824
613	1.20161824
614	1.197552968
615	1.194270904
616	1.185242451
617	1.176337821
618	1.168400146
619	1.159648356
620	1.151927958
621	1.143326261
622	1.134843095
623	1.127362949
624	1.11891557
625	1.110583439
626	1.103333174
627	1.095141254
628	1.087123259
629	1.079213578
630	1.07141086
631	1.063959269
632	1.056290483
633	1.048614171
634	1.041863342
635	1.034333532
636	1.027314738
637	1.020120994
638	1.013291907
639	1.006618419
640	0.9995834746
641	0.9948792582
642	0.9902689712
643	0.9833772956
644	0.9773959271
645	0.970620773
646	0.9651035587
647	0.9584550755
648	0.9526914776
649	0.9461555173
650	0.9408359998
651	0.9356113055
652	0.9292284814
653	0.9250321327
654	0.9187584473
655	0.9132919484
656	0.9071246164
657	0.9021619484
658	0.8997619655
659	0.8928579894
660	0.8868721849
661	0.8820705791
662	0.875339424
663	0.8695243061
664	0.8656246562
665	0.8590678886
666	0.8554267081
667	0.8518587542
668	0.8505252926
669	0.8492081467
670	0.8457357754
671	0.8444465482
672	0.8408258132
673	0.8362568845
674	0.8328751881
675	0.8293397423
676	0.8257331408
677	0.823948611
678	0.818513189
679	0.8141111299
680	0.8106066036
681	0.8052780717
682	0.8019525647
683	0.7967024626
684	0.7915263077
685	0.7898246491
686	0.7847331665
687	0.7813727172
688	0.776356642
689	0.7703957931
690	0.7671117044
691	0.7654704721
692	0.7604982154
693	0.7547187658
694	0.7517755083
695	0.7461034041
696	0.7432602062
697	0.7416833897
698	0.7369944334
699	0.7315532072
700	0.7287796711
701	0.7244647988
702	0.7229332739
703	0.7186941031
704	0.7145216542
705	0.7130227996
706	0.7083418097
707	0.7037256233
708	0.7022571595
709	0.6985949046
710	0.6940718494
711	0.6926330938
712	0.6890520444
713	0.6846200901
714	0.683210386
715	0.6797087055
716	0.6753658712
717	0.6739845771
718	0.6705604721
719	0.6659050378
720	0.6645506045
721	0.6612004594
722	0.6578982811
723	0.6533541971
724	0.6520319151
725	0.6488011509
726	0.6443474508
727	0.6430507309
728	0.6398898024
729	0.6349240615
730	0.6314704753
731	0.6271769024
732	0.6258216178
733	0.6210367628
734	0.6183663106
735	0.6142019488
736	0.6107802116
737	0.6066947147
738	0.6033511424
739	0.5993428729
740	0.596075479
741	0.5921428399
742	0.5898114651
743	0.5885257197
744	0.5846648832
745	0.5833988615
746	0.5795983212
747	0.5783517129
748	0.5749142154
749	0.5711857753
750	0.5699633614
751	0.5666058407
752	0.5654040553
753	0.5617493819
754	0.5605660606
755	0.557291592
756	0.55370613
757	0.5525458049
758	0.5502781652
759	0.5468040361
760	0.543272761
761	0.5423199841
762	0.5391783118
763	0.5380625019
764	0.5358864982
765	0.5325933257
766	0.5295527601
767	0.5263393732
768	0.5232365373
769	0.5200770714
770	0.5191686027
771	0.5161337554
772	0.5131539983
773	0.5099014519
774	0.5090137128
775	0.5075090049
776	0.5062449644
777	0.505006182
778	0.503988055
779	0.5025140159
780	0.5010572182
781	0.4998624246
782	0.4986913637
783	0.4977071938
784	0.4962793032
785	0.4942711288
786	0.4911222038
787	0.4899932733
788	0.4888866839
789	0.4869267513
790	0.4853789025
791	0.4843753425
792	0.4824548955
793	0.479376165
794	0.4783950485
795	0.4765138345
796	0.4734873633
797	0.4720058893
798	0.4710527426
799	0.4701137715
800	0.4692051012
801	0.4677510457
802	0.4668235121
803	0.4638606405
804	0.4629429634
805	0.4620298791
806	0.4608843295
807	0.4579639964
808	0.4569722915
809	0.4558428318
810	0.4529659896
811	0.4521043364
812	0.4509909845
813	0.4480556101
814	0.447170965
815	0.4460750191
816	0.4432670472
817	0.4424328801
818	0.4413525657
819	0.4384999953
820	0.4376349881
821	0.4365715871
822	0.4338306997
823	0.433023146
824	0.4319749157
825	0.4292030224
826	0.4283571613
827	0.4275851186
828	0.4252520473
829	0.4242303454
830	0.4215207831
831	0.4206950713
832	0.4199456921
833	0.4176980629
834	0.4148749024
835	0.4134958894
836	0.4127709833
837	0.410583246
838	0.4078295112
839	0.4064876918
840	0.4057865209
841	0.4030899254
842	0.4017751472
843	0.4010940191
844	0.3988136445
845	0.3961855191
846	0.3941172845
847	0.3933302085
848	0.3909866867
849	0.3902091771
850	0.3894410425
851	0.3874311619
852	0.3866726033
853	0.3841994991
854	0.3834531776
855	0.382515648
856	0.3817805097
857	0.3792860552
858	0.3786560327
859	0.3764140309
860	0.3740506606
861	0.3714212455
862	0.368851359
863	0.3669739229
864	0.3645378255
865	0.363737742
866	0.3614957566
867	0.3609641888
868	0.3584770954
869	0.3565906006
870	0.3560691743
871	0.3548730025
872	0.3536896232
873	0.3531208789
874	0.3520812743
875	0.3508201569
876	0.3484254083
877	0.3478727734
878	0.3467204091
879	0.3457071855
880	0.3444773657
881	0.3439375
882	0.3426024064
883	0.340500167
884	0.3391875932
885	0.3379932324
886	0.3374675518
887	0.336176005
888	0.3350079533
889	0.3329625426
890	0.3324984061
891	0.3312332015
892	0.3307271908
893	0.3294780586
894	0.3282446257
895	0.3271174274
896	0.3263683904
897	0.3243858905
898	0.3234492378
899	0.3223864717
900	0.3212980087
901	0.3205776817
902	0.3193769835
903	0.3174557868
904	0.3165451625
905	0.3155212932
906	0.3151029067
907	0.313926701
908	0.3128698264
909	0.3121832648
910	0.3110034164
911	0.3093310692
912	0.3086577537
913	0.3077816922
914	0.3059499881
915	0.3048115828
916	0.303790215
917	0.3028284783
918	0.301971753
919	0.3002462786
920	0.2992614554
921	0.2986219272
922	0.2977819196
923	0.2961887959
924	0.2945095289
925	0.2935502721
926	0.2929346694
927	0.292114881
928	0.2904220602
929	0.2888816364
930	0.2873649809
931	0.2865697023
932	0.2846270955
933	0.2830545885
934	0.2814705969
935	0.2806969591
936	0.2799080351
937	0.2790006166
938	0.2772428726
939	0.2768978216
940	0.2761386385
941	0.2746283806
942	0.27288718
943	0.2722204898
944	0.2707104652
945	0.2699766083
946	0.2693270882
947	0.2687473962
948	0.2679999309
949	0.266525559
950	0.2658077369
951	0.2652427674
952	0.2649680561
953	0.2644505554
954	0.2637473152
955	0.2620960175
956	0.261369538
957	0.2599380259
958	0.259032997
959	0.2583505553
960	0.2576422032
961	0.2567096385
962	0.2562209593
963	0.2557402073
964	0.2550696769
965	0.2542797602
966	0.2540307707
967	0.2533690632
968	0.2520643186
969	0.2518206119
970	0.2507432759
971	0.2495155706
972	0.2489155894
973	0.2478602058
974	0.2465030452
975	0.2452492669
976	0.2450127303
977	0.2444267627
978	0.2438471137
979	0.2426649807
980	0.2412905583
981	0.240724015
982	0.2394090706
983	0.2388494497
984	0.2376674963
985	0.2363797338
986	0.2351462588
987	0.234557523
988	0.2336877852
989	0.2325694477
990	0.2319875808
991	0.2306773632
992	0.2301054044
993	0.2298881225
994	0.2289156253
995	0.2277640567
996	0.2266504177
997	0.2253852837
998	0.2242258295
999	0.2237202905
